t,phi1,phi2,p1,p2
0.48200, 0.49243, 0.36211, 0.80061, 0.88836
0.48300, 0.49235, 0.36308, 0.79135, 0.88139
0.48400, 0.49227, 0.36404, 0.78208, 0.87441
0.48500, 0.49218, 0.36499, 0.77283, 0.86740
0.48600, 0.49210, 0.36594, 0.76357, 0.86038
0.48700, 0.49201, 0.36689, 0.75431, 0.85335
0.48800, 0.49191, 0.36783, 0.74506, 0.84629
0.48900, 0.49182, 0.36876, 0.73581, 0.83922
0.49000, 0.49172, 0.36970, 0.72656, 0.83213
0.49100, 0.49162, 0.37062, 0.71731, 0.82502
0.49200, 0.49152, 0.37155, 0.70806, 0.81790
0.49300, 0.49142, 0.37246, 0.69882, 0.81076
0.49400, 0.49131, 0.37338, 0.68958, 0.80360
0.49500, 0.49120, 0.37428, 0.68033, 0.79643
0.49600, 0.49109, 0.37518, 0.67110, 0.78924
0.49700, 0.49098, 0.37608, 0.66186, 0.78203
0.49800, 0.49087, 0.37697, 0.65262, 0.77481
0.49900, 0.49075, 0.37786, 0.64339, 0.76757
0.50000, 0.49063, 0.37874, 0.63416, 0.76031
0.50100, 0.49051, 0.37962, 0.62493, 0.75304
0.50200, 0.49039, 0.38049, 0.61570, 0.74575
0.50300, 0.49026, 0.38136, 0.60648, 0.73845
0.50400, 0.49014, 0.38222, 0.59726, 0.73113
0.50500, 0.49001, 0.38308, 0.58804, 0.72379
0.50600, 0.48987, 0.38393, 0.57882, 0.71644
0.50700, 0.48974, 0.38477, 0.56961, 0.70908
0.50800, 0.48961, 0.38561, 0.56039, 0.70170
0.50900, 0.48947, 0.38645, 0.55118, 0.69430
0.51000, 0.48933, 0.38727, 0.54197, 0.68689
0.51100, 0.48919, 0.38810, 0.53277, 0.67946
0.51200, 0.48905, 0.38892, 0.52356, 0.67202
0.51300, 0.48890, 0.38973, 0.51436, 0.66456
0.51400, 0.48876, 0.39053, 0.50516, 0.65709
0.51500, 0.48861, 0.39133, 0.49597, 0.64961
0.51600, 0.48846, 0.39213, 0.48677, 0.64211
0.51700, 0.48831, 0.39292, 0.47758, 0.63459
0.51800, 0.48815, 0.39370, 0.46839, 0.62707
0.51900, 0.48800, 0.39448, 0.45921, 0.61952
0.52000, 0.48784, 0.39525, 0.45003, 0.61197
0.52100, 0.48768, 0.39602, 0.44084, 0.60440
0.52200, 0.48752, 0.39678, 0.43167, 0.59681
0.52300, 0.48736, 0.39753, 0.42249, 0.58922
0.52400, 0.48719, 0.39828, 0.41332, 0.58160
0.52500, 0.48703, 0.39903, 0.40415, 0.57398
0.52600, 0.48686, 0.39976, 0.39498, 0.56634
0.52700, 0.48669, 0.40049, 0.38582, 0.55869
0.52800, 0.48652, 0.40122, 0.37666, 0.55103
0.52900, 0.48635, 0.40194, 0.36750, 0.54335
0.53000, 0.48618, 0.40265, 0.35834, 0.53566
0.53100, 0.48600, 0.40335, 0.34919, 0.52796
0.53200, 0.48583, 0.40405, 0.34004, 0.52024
0.53300, 0.48565, 0.40475, 0.33089, 0.51252
0.53400, 0.48547, 0.40544, 0.32175, 0.50478
0.53500, 0.48529, 0.40612, 0.31261, 0.49703
0.53600, 0.48510, 0.40679, 0.30347, 0.48926
0.53700, 0.48492, 0.40746, 0.29434, 0.48149
0.53800, 0.48474, 0.40812, 0.28521, 0.47370
0.53900, 0.48455, 0.40878, 0.27608, 0.46590
0.54000, 0.48436, 0.40943, 0.26695, 0.45809
0.54100, 0.48417, 0.41007, 0.25783, 0.45026
0.54200, 0.48398, 0.41071, 0.24871, 0.44243
0.54300, 0.48379, 0.41134, 0.23960, 0.43458
0.54400, 0.48359, 0.41196, 0.23048, 0.42673
0.54500, 0.48340, 0.41258, 0.22137, 0.41886
0.54600, 0.48320, 0.41319, 0.21227, 0.41098
0.54700, 0.48301, 0.41379, 0.20317, 0.40309
0.54800, 0.48281, 0.41439, 0.19407, 0.39519
0.54900, 0.48261, 0.41498, 0.18497, 0.38728
0.55000, 0.48241, 0.41557, 0.17588, 0.37936
0.55100, 0.48220, 0.41614, 0.16679, 0.37143
0.55200, 0.48200, 0.41671, 0.15770, 0.36349
0.55300, 0.48180, 0.41728, 0.14862, 0.35554
0.55400, 0.48159, 0.41784, 0.13954, 0.34758
0.55500, 0.48138, 0.41839, 0.13046, 0.33961
0.55600, 0.48117, 0.41893, 0.12139, 0.33163
0.55700, 0.48097, 0.41947, 0.11232, 0.32364
0.55800, 0.48076, 0.42000, 0.10326, 0.31564
0.55900, 0.48054, 0.42052, 0.09420, 0.30763
0.56000, 0.48033, 0.42103, 0.08514, 0.29961
0.56100, 0.48012, 0.42154, 0.07608, 0.29158
0.56200, 0.47990, 0.42204, 0.06703, 0.28355
0.56300, 0.47969, 0.42254, 0.05799, 0.27550
0.56400, 0.47947, 0.42303, 0.04894, 0.26745
0.56500, 0.47925, 0.42351, 0.03990, 0.25939
0.56600, 0.47903, 0.42398, 0.03086, 0.25132
0.56700, 0.47881, 0.42445, 0.02183, 0.24324
0.56800, 0.47859, 0.42491, 0.01280, 0.23515
0.56900, 0.47837, 0.42536, 0.00378, 0.22706
0.57000, 0.47815, 0.42581, -0.00524, 0.21895
0.57100, 0.47792, 0.42625, -0.01426, 0.21084
0.57200, 0.47770, 0.42668, -0.02328, 0.20272
0.57300, 0.47747, 0.42710, -0.03229, 0.19460
0.57400, 0.47725, 0.42752, -0.04129, 0.18647
0.57500, 0.47702, 0.42793, -0.05029, 0.17833
0.57600, 0.47679, 0.42833, -0.05929, 0.17018
0.57700, 0.47656, 0.42872, -0.06829, 0.16202
0.57800, 0.47633, 0.42911, -0.07728, 0.15386
0.57900, 0.47610, 0.42949, -0.08627, 0.14569
0.58000, 0.47587, 0.42987, -0.09525, 0.13752
0.58100, 0.47564, 0.43023, -0.10423, 0.12934
0.58200, 0.47540, 0.43059, -0.11320, 0.12115
0.58300, 0.47517, 0.43094, -0.12217, 0.11296
0.58400, 0.47493, 0.43128, -0.13114, 0.10476
0.58500, 0.47470, 0.43162, -0.14011, 0.09655
0.58600, 0.47446, 0.43195, -0.14906, 0.08834
0.58700, 0.47422, 0.43227, -0.15802, 0.08012
0.58800, 0.47399, 0.43258, -0.16697, 0.07190
0.58900, 0.47375, 0.43289, -0.17592, 0.06367
0.59000, 0.47351, 0.43319, -0.18486, 0.05544
0.59100, 0.47327, 0.43348, -0.19380, 0.04720
0.59200, 0.47303, 0.43376, -0.20274, 0.03896
0.59300, 0.47279, 0.43404, -0.21167, 0.03071
0.59400, 0.47254, 0.43431, -0.22059, 0.02246
0.59500, 0.47230, 0.43457, -0.22952, 0.01420
0.59600, 0.47206, 0.43482, -0.23843, 0.00594
0.59700, 0.47181, 0.43507, -0.24735, -0.00233
0.59800, 0.47157, 0.43531, -0.25626, -0.01060
0.59900, 0.47132, 0.43554, -0.26516, -0.01888
0.60000, 0.47108, 0.43576, -0.27407, -0.02715
0.60100, 0.47083, 0.43598, -0.28296, -0.03544
0.60200, 0.47058, 0.43619, -0.29186, -0.04372
0.60300, 0.47033, 0.43639, -0.30075, -0.05201
0.60400, 0.47008, 0.43658, -0.30963, -0.06031
0.60500, 0.46983, 0.43676, -0.31851, -0.06860
0.60600, 0.46958, 0.43694, -0.32739, -0.07690
0.60700, 0.46933, 0.43711, -0.33626, -0.08521
0.60800, 0.46908, 0.43727, -0.34513, -0.09351
0.60900, 0.46883, 0.43743, -0.35399, -0.10182
0.61000, 0.46858, 0.43757, -0.36285, -0.11013
0.61100, 0.46833, 0.43771, -0.37170, -0.11844
0.61200, 0.46807, 0.43784, -0.38055, -0.12676
0.61300, 0.46782, 0.43796, -0.38940, -0.13508
0.61400, 0.46756, 0.43808, -0.39824, -0.14340
0.61500, 0.46731, 0.43819, -0.40708, -0.15172
0.61600, 0.46705, 0.43829, -0.41591, -0.16004
0.61700, 0.46680, 0.43838, -0.42474, -0.16837
0.61800, 0.46654, 0.43846, -0.43356, -0.17669
0.61900, 0.46628, 0.43854, -0.44238, -0.18502
0.62000, 0.46603, 0.43861, -0.45120, -0.19335
0.62100, 0.46577, 0.43867, -0.46001, -0.20168
0.62200, 0.46551, 0.43872, -0.46881, -0.21001
0.62300, 0.46525, 0.43876, -0.47761, -0.21834
0.62400, 0.46499, 0.43880, -0.48641, -0.22668
0.62500, 0.46473, 0.43883, -0.49520, -0.23501
0.62600, 0.46447, 0.43885, -0.50399, -0.24334
0.62700, 0.46421, 0.43886, -0.51277, -0.25168
0.62800, 0.46395, 0.43887, -0.52155, -0.26001
0.62900, 0.46369, 0.43887, -0.53033, -0.26835
0.63000, 0.46343, 0.43886, -0.53910, -0.27668
0.63100, 0.46316, 0.43884, -0.54786, -0.28501
0.63200, 0.46290, 0.43881, -0.55662, -0.29335
0.63300, 0.46264, 0.43878, -0.56538, -0.30168
0.63400, 0.46237, 0.43873, -0.57413, -0.31001
0.63500, 0.46211, 0.43868, -0.58288, -0.31834
0.63600, 0.46184, 0.43863, -0.59162, -0.32667
0.63700, 0.46158, 0.43856, -0.60036, -0.33500
0.63800, 0.46131, 0.43849, -0.60909, -0.34333
0.63900, 0.46105, 0.43841, -0.61782, -0.35165
0.64000, 0.46078, 0.43832, -0.62654, -0.35998
0.64100, 0.46051, 0.43822, -0.63526, -0.36830
0.64200, 0.46025, 0.43811, -0.64398, -0.37662
0.64300, 0.45998, 0.43800, -0.65269, -0.38494
0.64400, 0.45971, 0.43788, -0.66139, -0.39326
0.64500, 0.45944, 0.43775, -0.67009, -0.40157
0.64600, 0.45918, 0.43761, -0.67879, -0.40988
0.64700, 0.45891, 0.43747, -0.68748, -0.41819
0.64800, 0.45864, 0.43731, -0.69617, -0.42650
0.64900, 0.45837, 0.43715, -0.70485, -0.43481
0.65000, 0.45810, 0.43698, -0.71353, -0.44311
0.65100, 0.45783, 0.43681, -0.72220, -0.45140
0.65200, 0.45756, 0.43662, -0.73087, -0.45970
0.65300, 0.45728, 0.43643, -0.73953, -0.46799
0.65400, 0.45701, 0.43623, -0.74819, -0.47628
0.65500, 0.45674, 0.43602, -0.75684, -0.48456
0.65600, 0.45647, 0.43580, -0.76549, -0.49284
0.65700, 0.45619, 0.43558, -0.77414, -0.50112
0.65800, 0.45592, 0.43535, -0.78277, -0.50939
0.65900, 0.45565, 0.43511, -0.79141, -0.51766
0.66000, 0.45537, 0.43486, -0.80004, -0.52592
0.66100, 0.45510, 0.43460, -0.80866, -0.53418
0.66200, 0.45483, 0.43434, -0.81728, -0.54244
0.66300, 0.45455, 0.43407, -0.82590, -0.55069
0.66400, 0.45427, 0.43379, -0.83451, -0.55893
0.66500, 0.45400, 0.43350, -0.84312, -0.56717
0.66600, 0.45372, 0.43321, -0.85172, -0.57540
0.66700, 0.45345, 0.43290, -0.86031, -0.58363
0.66800, 0.45317, 0.43259, -0.86890, -0.59186
0.66900, 0.45289, 0.43227, -0.87749, -0.60008
0.67000, 0.45261, 0.43195, -0.88607, -0.60829
0.67100, 0.45234, 0.43161, -0.89465, -0.61649
0.67200, 0.45206, 0.43127, -0.90322, -0.62469
0.67300, 0.45178, 0.43092, -0.91179, -0.63289
0.67400, 0.45150, 0.43056, -0.92035, -0.64107
0.67500, 0.45122, 0.43020, -0.92891, -0.64926
0.67600, 0.45094, 0.42982, -0.93746, -0.65743
0.67700, 0.45066, 0.42944, -0.94601, -0.66560
0.67800, 0.45038, 0.42905, -0.95455, -0.67376
0.67900, 0.45010, 0.42866, -0.96309, -0.68191
0.68000, 0.44982, 0.42825, -0.97162, -0.69006
0.68100, 0.44954, 0.42784, -0.98015, -0.69820
0.68200, 0.44925, 0.42742, -0.98867, -0.70633
0.68300, 0.44897, 0.42699, -0.99719, -0.71445
0.68400, 0.44869, 0.42656, -1.00570, -0.72257
0.68500, 0.44841, 0.42611, -1.01421, -0.73068
0.68600, 0.44812, 0.42566, -1.02271, -0.73878
0.68700, 0.44784, 0.42520, -1.03121, -0.74687
0.68800, 0.44755, 0.42474, -1.03971, -0.75495
0.68900, 0.44727, 0.42426, -1.04820, -0.76303
0.69000, 0.44698, 0.42378, -1.05668, -0.77109
0.69100, 0.44670, 0.42329, -1.06516, -0.77915
0.69200, 0.44641, 0.42279, -1.07363, -0.78720
0.69300, 0.44612, 0.42229, -1.08210, -0.79524
0.69400, 0.44584, 0.42178, -1.09056, -0.80327
0.69500, 0.44555, 0.42126, -1.09902, -0.81129
0.69600, 0.44526, 0.42073, -1.10748, -0.81930
0.69700, 0.44497, 0.42020, -1.11592, -0.82730
0.69800, 0.44468, 0.41965, -1.12437, -0.83530
0.69900, 0.44439, 0.41910, -1.13281, -0.84328
0.70000, 0.44410, 0.41855, -1.14124, -0.85125
0.70100, 0.44381, 0.41798, -1.14967, -0.85921
0.70200, 0.44352, 0.41741, -1.15809, -0.86716
0.70300, 0.44323, 0.41683, -1.16651, -0.87511
0.70400, 0.44294, 0.41624, -1.17492, -0.88304
0.70500, 0.44265, 0.41565, -1.18333, -0.89096
0.70600, 0.44235, 0.41504, -1.19173, -0.89887
0.70700, 0.44206, 0.41443, -1.20013, -0.90677
0.70800, 0.44177, 0.41382, -1.20853, -0.91465
0.70900, 0.44147, 0.41319, -1.21691, -0.92253
0.71000, 0.44118, 0.41256, -1.22530, -0.93039
0.71100, 0.44088, 0.41192, -1.23368, -0.93825
0.71200, 0.44059, 0.41127, -1.24205, -0.94609
0.71300, 0.44029, 0.41062, -1.25042, -0.95392
0.71400, 0.43999, 0.40996, -1.25878, -0.96173
0.71500, 0.43970, 0.40929, -1.26714, -0.96954
0.71600, 0.43940, 0.40862, -1.27549, -0.97733
0.71700, 0.43910, 0.40793, -1.28383, -0.98511
0.71800, 0.43880, 0.40724, -1.29218, -0.99288
0.71900, 0.43850, 0.40655, -1.30051, -1.00064
0.72000, 0.43820, 0.40584, -1.30885, -1.00838
0.72100, 0.43790, 0.40513, -1.31717, -1.01611
0.72200, 0.43760, 0.40441, -1.32549, -1.02383
0.72300, 0.43730, 0.40369, -1.33381, -1.03153
0.72400, 0.43699, 0.40295, -1.34212, -1.03922
0.72500, 0.43669, 0.40221, -1.35043, -1.04690
0.72600, 0.43639, 0.40147, -1.35873, -1.05456
0.72700, 0.43608, 0.40071, -1.36702, -1.06221
0.72800, 0.43578, 0.39995, -1.37531, -1.06985
0.72900, 0.43547, 0.39919, -1.38360, -1.07747
0.73000, 0.43516, 0.39841, -1.39188, -1.08507
0.73100, 0.43486, 0.39763, -1.40015, -1.09267
0.73200, 0.43455, 0.39684, -1.40842, -1.10025
0.73300, 0.43424, 0.39604, -1.41668, -1.10781
0.73400, 0.43393, 0.39524, -1.42494, -1.11536
0.73500, 0.43362, 0.39443, -1.43319, -1.12289
0.73600, 0.43331, 0.39362, -1.44144, -1.13041
0.73700, 0.43300, 0.39280, -1.44969, -1.13792
0.73800, 0.43268, 0.39197, -1.45792, -1.14541
0.73900, 0.43237, 0.39113, -1.46615, -1.15288
0.74000, 0.43206, 0.39029, -1.47438, -1.16034
0.74100, 0.43174, 0.38944, -1.48260, -1.16778
0.74200, 0.43142, 0.38858, -1.49082, -1.17521
0.74300, 0.43111, 0.38772, -1.49903, -1.18262
0.74400, 0.43079, 0.38685, -1.50723, -1.19002
0.74500, 0.43047, 0.38597, -1.51543, -1.19740
0.74600, 0.43015, 0.38509, -1.52363, -1.20476
0.74700, 0.42983, 0.38420, -1.53182, -1.21211
0.74800, 0.42951, 0.38331, -1.54000, -1.21944
0.74900, 0.42919, 0.38241, -1.54818, -1.22675
0.75000, 0.42887, 0.38150, -1.55635, -1.23405
0.75100, 0.42855, 0.38058, -1.56452, -1.24133
0.75200, 0.42822, 0.37966, -1.57268, -1.24859
0.75300, 0.42790, 0.37873, -1.58084, -1.25584
0.75400, 0.42757, 0.37780, -1.58899, -1.26306
0.75500, 0.42724, 0.37686, -1.59713, -1.27028
0.75600, 0.42691, 0.37591, -1.60527, -1.27747
0.75700, 0.42659, 0.37496, -1.61341, -1.28464
0.75800, 0.42626, 0.37400, -1.62154, -1.29180
0.75900, 0.42592, 0.37304, -1.62966, -1.29894
0.76000, 0.42559, 0.37207, -1.63778, -1.30606
0.76100, 0.42526, 0.37109, -1.64589, -1.31317
0.76200, 0.42492, 0.37011, -1.65400, -1.32025
0.76300, 0.42459, 0.36912, -1.66210, -1.32732
0.76400, 0.42425, 0.36812, -1.67019, -1.33437
0.76500, 0.42392, 0.36712, -1.67828, -1.34140
0.76600, 0.42358, 0.36612, -1.68637, -1.34841
0.76700, 0.42324, 0.36510, -1.69445, -1.35540
0.76800, 0.42290, 0.36408, -1.70252, -1.36238
0.76900, 0.42255, 0.36306, -1.71059, -1.36933
0.77000, 0.42221, 0.36203, -1.71865, -1.37627
0.77100, 0.42187, 0.36099, -1.72670, -1.38318
0.77200, 0.42152, 0.35995, -1.73475, -1.39008
0.77300, 0.42118, 0.35890, -1.74280, -1.39695
0.77400, 0.42083, 0.35785, -1.75083, -1.40381
0.77500, 0.42048, 0.35679, -1.75887, -1.41065
0.77600, 0.42013, 0.35573, -1.76689, -1.41746
0.77700, 0.41978, 0.35466, -1.77492, -1.42426
0.77800, 0.41942, 0.35358, -1.78293, -1.43104
0.77900, 0.41907, 0.35250, -1.79094, -1.43779
0.78000, 0.41871, 0.35141, -1.79894, -1.44453
0.78100, 0.41836, 0.35032, -1.80694, -1.45124
0.78200, 0.41800, 0.34922, -1.81493, -1.45794
0.78300, 0.41764, 0.34812, -1.82292, -1.46461
0.78400, 0.41728, 0.34701, -1.83090, -1.47126
0.78500, 0.41692, 0.34590, -1.83887, -1.47790
0.78600, 0.41655, 0.34478, -1.84684, -1.48451
0.78700, 0.41619, 0.34366, -1.85480, -1.49110
0.78800, 0.41582, 0.34253, -1.86276, -1.49766
0.78900, 0.41545, 0.34139, -1.87071, -1.50421
0.79000, 0.41509, 0.34026, -1.87865, -1.51073
0.79100, 0.41471, 0.33911, -1.88659, -1.51724
0.79200, 0.41434, 0.33796, -1.89452, -1.52372
0.79300, 0.41397, 0.33681, -1.90245, -1.53018
0.79400, 0.41359, 0.33565, -1.91037, -1.53662
0.79500, 0.41322, 0.33448, -1.91828, -1.54303
0.79600, 0.41284, 0.33332, -1.92619, -1.54942
0.79700, 0.41246, 0.33214, -1.93409, -1.55579
0.79800, 0.41208, 0.33096, -1.94199, -1.56214
0.79900, 0.41169, 0.32978, -1.94988, -1.56847
0.80000, 0.41131, 0.32859, -1.95776, -1.57477
0.80100, 0.41092, 0.32740, -1.96563, -1.58105
0.80200, 0.41053, 0.32620, -1.97350, -1.58731
0.80300, 0.41014, 0.32500, -1.98137, -1.59354
0.80400, 0.40975, 0.32379, -1.98923, -1.59975
0.80500, 0.40936, 0.32258, -1.99708, -1.60594
0.80600, 0.40896, 0.32137, -2.00492, -1.61211
0.80700, 0.40857, 0.32015, -2.01276, -1.61825
0.80800, 0.40817, 0.31892, -2.02059, -1.62437
0.80900, 0.40777, 0.31769, -2.02842, -1.63046
0.81000, 0.40736, 0.31646, -2.03624, -1.63653
0.81100, 0.40696, 0.31522, -2.04405, -1.64258
0.81200, 0.40655, 0.31398, -2.05186, -1.64860
0.81300, 0.40615, 0.31274, -2.05965, -1.65460
0.81400, 0.40574, 0.31149, -2.06745, -1.66057
0.81500, 0.40533, 0.31023, -2.07523, -1.66652
0.81600, 0.40491, 0.30898, -2.08301, -1.67245
0.81700, 0.40450, 0.30771, -2.09079, -1.67835
0.81800, 0.40408, 0.30645, -2.09855, -1.68423
0.81900, 0.40366, 0.30518, -2.10631, -1.69008
0.82000, 0.40324, 0.30390, -2.11407, -1.69591
0.82100, 0.40282, 0.30263, -2.12181, -1.70171
0.82200, 0.40239, 0.30135, -2.12955, -1.70749
0.82300, 0.40196, 0.30006, -2.13729, -1.71325
0.82400, 0.40153, 0.29877, -2.14501, -1.71897
0.82500, 0.40110, 0.29748, -2.15273, -1.72468
0.82600, 0.40067, 0.29618, -2.16044, -1.73036
0.82700, 0.40023, 0.29488, -2.16815, -1.73601
0.82800, 0.39979, 0.29358, -2.17585, -1.74164
0.82900, 0.39935, 0.29227, -2.18354, -1.74724
0.83000, 0.39891, 0.29096, -2.19122, -1.75282
0.83100, 0.39847, 0.28965, -2.19890, -1.75837
0.83200, 0.39802, 0.28833, -2.20657, -1.76389
0.83300, 0.39757, 0.28701, -2.21423, -1.76939
0.83400, 0.39712, 0.28569, -2.22189, -1.77487
0.83500, 0.39667, 0.28436, -2.22954, -1.78031
0.83600, 0.39621, 0.28303, -2.23718, -1.78574
0.83700, 0.39575, 0.28170, -2.24481, -1.79113
0.83800, 0.39529, 0.28036, -2.25244, -1.79650
0.83900, 0.39483, 0.27902, -2.26006, -1.80184
0.84000, 0.39436, 0.27768, -2.26767, -1.80716
0.84100, 0.39390, 0.27634, -2.27528, -1.81245
0.84200, 0.39343, 0.27499, -2.28288, -1.81771
0.84300, 0.39295, 0.27364, -2.29047, -1.82295
0.84400, 0.39248, 0.27228, -2.29805, -1.82816
0.84500, 0.39200, 0.27093, -2.30562, -1.83335
0.84600, 0.39152, 0.26957, -2.31319, -1.83850
0.84700, 0.39104, 0.26820, -2.32075, -1.84363
0.84800, 0.39055, 0.26684, -2.32830, -1.84874
0.84900, 0.39007, 0.26547, -2.33585, -1.85381
0.85000, 0.38957, 0.26410, -2.34339, -1.85886
0.85100, 0.38908, 0.26273, -2.35092, -1.86388
0.85200, 0.38859, 0.26135, -2.35844, -1.86888
0.85300, 0.38809, 0.25998, -2.36595, -1.87385
0.85400, 0.38759, 0.25860, -2.37346, -1.87879
0.85500, 0.38708, 0.25721, -2.38096, -1.88370
0.85600, 0.38658, 0.25583, -2.38845, -1.88858
0.85700, 0.38607, 0.25444, -2.39593, -1.89344
0.85800, 0.38556, 0.25305, -2.40340, -1.89827
0.85900, 0.38504, 0.25166, -2.41087, -1.90307
0.86000, 0.38453, 0.25027, -2.41833, -1.90785
0.86100, 0.38401, 0.24888, -2.42578, -1.91260
0.86200, 0.38349, 0.24748, -2.43322, -1.91732
0.86300, 0.38296, 0.24608, -2.44065, -1.92201
0.86400, 0.38243, 0.24468, -2.44808, -1.92667
0.86500, 0.38190, 0.24327, -2.45550, -1.93131
0.86600, 0.38137, 0.24187, -2.46291, -1.93591
0.86700, 0.38083, 0.24046, -2.47031, -1.94049
0.86800, 0.38029, 0.23906, -2.47770, -1.94504
0.86900, 0.37975, 0.23765, -2.48508, -1.94956
0.87000, 0.37920, 0.23623, -2.49246, -1.95406
0.87100, 0.37865, 0.23482, -2.49982, -1.95853
0.87200, 0.37810, 0.23341, -2.50718, -1.96296
0.87300, 0.37755, 0.23199, -2.51453, -1.96737
0.87400, 0.37699, 0.23057, -2.52187, -1.97175
0.87500, 0.37643, 0.22915, -2.52920, -1.97611
0.87600, 0.37586, 0.22773, -2.53652, -1.98043
0.87700, 0.37530, 0.22631, -2.54384, -1.98472
0.87800, 0.37473, 0.22489, -2.55114, -1.98899
0.87900, 0.37415, 0.22346, -2.55844, -1.99323
0.88000, 0.37358, 0.22204, -2.56572, -1.99744
0.88100, 0.37300, 0.22061, -2.57300, -2.00162
0.88200, 0.37241, 0.21918, -2.58027, -2.00577
0.88300, 0.37183, 0.21775, -2.58753, -2.00989
0.88400, 0.37124, 0.21632, -2.59478, -2.01399
0.88500, 0.37065, 0.21489, -2.60202, -2.01805
0.88600, 0.37005, 0.21346, -2.60925, -2.02209
0.88700, 0.36945, 0.21203, -2.61647, -2.02610
0.88800, 0.36885, 0.21060, -2.62369, -2.03007
0.88900, 0.36824, 0.20916, -2.63089, -2.03402
0.89000, 0.36763, 0.20773, -2.63808, -2.03794
0.89100, 0.36702, 0.20629, -2.64527, -2.04183
0.89200, 0.36641, 0.20486, -2.65244, -2.04569
0.89300, 0.36579, 0.20342, -2.65961, -2.04953
0.89400, 0.36517, 0.20198, -2.66676, -2.05333
0.89500, 0.36454, 0.20055, -2.67391, -2.05711
0.89600, 0.36391, 0.19911, -2.68104, -2.06085
0.89700, 0.36328, 0.19767, -2.68817, -2.06457
0.89800, 0.36264, 0.19623, -2.69528, -2.06825
0.89900, 0.36200, 0.19479, -2.70239, -2.07191
0.90000, 0.36136, 0.19335, -2.70948, -2.07554
0.90100, 0.36071, 0.19191, -2.71656, -2.07914
0.90200, 0.36006, 0.19047, -2.72364, -2.08271
0.90300, 0.35941, 0.18903, -2.73070, -2.08625
0.90400, 0.35875, 0.18759, -2.73776, -2.08976
0.90500, 0.35809, 0.18615, -2.74480, -2.09324
0.90600, 0.35742, 0.18471, -2.75183, -2.09669
0.90700, 0.35675, 0.18327, -2.75885, -2.10011
0.90800, 0.35608, 0.18183, -2.76586, -2.10351
0.90900, 0.35541, 0.18039, -2.77286, -2.10687
0.91000, 0.35473, 0.17895, -2.77985, -2.11020
0.91100, 0.35404, 0.17751, -2.78683, -2.11351
0.91200, 0.35336, 0.17607, -2.79380, -2.11679
0.91300, 0.35267, 0.17464, -2.80076, -2.12003
0.91400, 0.35197, 0.17320, -2.80770, -2.12325
0.91500, 0.35127, 0.17176, -2.81463, -2.12644
0.91600, 0.35057, 0.17032, -2.82156, -2.12959
0.91700, 0.34987, 0.16889, -2.82847, -2.13272
0.91800, 0.34916, 0.16745, -2.83537, -2.13582
0.91900, 0.34844, 0.16601, -2.84226, -2.13889
0.92000, 0.34773, 0.16458, -2.84914, -2.14193
0.92100, 0.34700, 0.16314, -2.85600, -2.14494
0.92200, 0.34628, 0.16171, -2.86285, -2.14792
0.92300, 0.34555, 0.16028, -2.86970, -2.15087
0.92400, 0.34482, 0.15885, -2.87653, -2.15380
0.92500, 0.34408, 0.15741, -2.88335, -2.15669
0.92600, 0.34334, 0.15598, -2.89015, -2.15955
0.92700, 0.34260, 0.15455, -2.89695, -2.16239
0.92800, 0.34185, 0.15313, -2.90373, -2.16519
0.92900, 0.34109, 0.15170, -2.91050, -2.16797
0.93000, 0.34034, 0.15027, -2.91726, -2.17072
0.93100, 0.33958, 0.14885, -2.92400, -2.17343
0.93200, 0.33881, 0.14742, -2.93073, -2.17612
0.93300, 0.33804, 0.14600, -2.93745, -2.17878
0.93400, 0.33727, 0.14458, -2.94416, -2.18141
0.93500, 0.33649, 0.14316, -2.95086, -2.18401
0.93600, 0.33571, 0.14174, -2.95754, -2.18658
0.93700, 0.33493, 0.14032, -2.96421, -2.18912
0.93800, 0.33414, 0.13890, -2.97086, -2.19164
0.93900, 0.33335, 0.13749, -2.97751, -2.19412
0.94000, 0.33255, 0.13608, -2.98414, -2.19658
0.94100, 0.33175, 0.13466, -2.99075, -2.19900
0.94200, 0.33094, 0.13325, -2.99736, -2.20140
0.94300, 0.33013, 0.13185, -3.00395, -2.20377
0.94400, 0.32932, 0.13044, -3.01052, -2.20610
0.94500, 0.32850, 0.12903, -3.01709, -2.20841
0.94600, 0.32768, 0.12763, -3.02363, -2.21070
0.94700, 0.32685, 0.12623, -3.03017, -2.21295
0.94800, 0.32602, 0.12483, -3.03669, -2.21517
0.94900, 0.32519, 0.12343, -3.04320, -2.21737
0.95000, 0.32435, 0.12203, -3.04969, -2.21953
0.95100, 0.32350, 0.12064, -3.05617, -2.22167
0.95200, 0.32266, 0.11925, -3.06264, -2.22378
0.95300, 0.32180, 0.11786, -3.06909, -2.22586
0.95400, 0.32095, 0.11647, -3.07552, -2.22791
0.95500, 0.32009, 0.11508, -3.08195, -2.22993
0.95600, 0.31922, 0.11370, -3.08835, -2.23193
0.95700, 0.31835, 0.11232, -3.09475, -2.23389
0.95800, 0.31748, 0.11094, -3.10112, -2.23583
0.95900, 0.31660, 0.10956, -3.10749, -2.23774
0.96000, 0.31572, 0.10819, -3.11383, -2.23962
0.96100, 0.31483, 0.10681, -3.12017, -2.24148
0.96200, 0.31394, 0.10544, -3.12649, -2.24330
0.96300, 0.31304, 0.10407, -3.13279, -2.24510
